-183.569, 78.245, 1.435,  1.765
-183.563, 78.197, 1.439,  1.798
-183.556, 78.150, 1.443,  1.831
-183.550, 78.102, 1.447,  1.864
-183.544, 78.055, 1.452,  1.897
-183.537, 78.007, 1.456,  1.930
-183.531, 77.959, 1.461,  1.963
-183.525, 77.911, 1.466,  1.996
-183.518, 77.862, 1.471,  2.029
-183.512, 77.814, 1.476,  2.062
-183.505, 77.765, 1.480,  2.095
-183.499, 77.716, 1.485,  2.128
-183.492, 77.667, 1.490,  2.161
-183.486, 77.618, 1.494,  2.194
-183.479, 77.569, 1.499,  2.227
-183.472, 77.519, 1.504,  2.260
-183.466, 77.470, 1.508,  2.293
-183.459, 77.420, 1.513,  2.326
-183.452, 77.370, 1.517,  2.359
-183.445, 77.320, 1.522,  2.392
-183.439, 77.270, 1.527,  2.425
-183.432, 77.220, 1.531,  2.458
-183.425, 77.169, 1.536,  2.491
-183.418, 77.118, 1.540,  2.524
-183.411, 77.068, 1.545,  2.557
-183.404, 77.017, 1.550,  2.590
-183.397, 76.966, 1.554,  2.623
-183.390, 76.914, 1.559,  2.656
-183.383, 76.863, 1.563,  2.689
-183.376, 76.811, 1.567,  2.722
-183.369, 76.760, 1.564,  2.755
-183.362, 76.708, 1.561,  2.788
-183.355, 76.657, 1.560,  2.821
-183.348, 76.605, 1.561,  2.854
-183.341, 76.553, 1.564,  2.887
-183.334, 76.502, 1.568,  2.920
-183.327, 76.450, 1.574,  2.953
-183.320, 76.398, 1.581,  2.986
-183.313, 76.345, 1.589,  3.019
-183.306, 76.292, 1.597,  3.052
-183.298, 76.239, 1.606,  3.085
-183.291, 76.186, 1.614,  3.118
-183.284, 76.132, 1.623,  3.151
-183.277, 76.079, 1.631,  3.184
-183.269, 76.025, 1.638,  3.217
-183.262, 75.970, 1.645,  3.250
-183.255, 75.916, 1.651,  3.283
-183.248, 75.861, 1.657,  3.316
-183.240, 75.806, 1.662,  3.349
-183.233, 75.751, 1.667,  3.382
-183.225, 75.696, 1.671,  3.415
-183.218, 75.641, 1.676,  3.448
-183.211, 75.585, 1.680,  3.481
-183.203, 75.530, 1.684,  3.514
-183.196, 75.474, 1.688,  3.547
-183.189, 75.418, 1.692,  3.580
-183.181, 75.362, 1.697,  3.613
-183.174, 75.306, 1.701,  3.646
-183.167, 75.249, 1.706,  3.679
-183.159, 75.193, 1.711,  3.712
-183.152, 75.136, 1.716,  3.745
-183.144, 75.079, 1.721,  3.778
-183.137, 75.022, 1.726,  3.811
-183.130, 74.965, 1.732,  3.844
-183.122, 74.908, 1.737,  3.877
-183.115, 74.850, 1.743,  3.910
-183.107, 74.793, 1.748,  3.943
-183.100, 74.735, 1.754,  3.976
-183.092, 74.676, 1.760,  4.009
-183.085, 74.618, 1.765,  4.042
-183.078, 74.560, 1.771,  4.075
-183.070, 74.501, 1.776,  4.108
-183.063, 74.442, 1.782,  4.141
-183.055, 74.383, 1.787,  4.174
-183.048, 74.324, 1.793,  4.207
-183.041, 74.264, 1.798,  4.240
-183.033, 74.205, 1.804,  4.273
-183.026, 74.145, 1.809,  4.306
-183.019, 74.085, 1.815,  4.339
-183.011, 74.025, 1.820,  4.372
-183.004, 73.964, 1.826,  4.405
-182.996, 73.904, 1.832,  4.438
-182.989, 73.843, 1.837,  4.471
-182.982, 73.782, 1.843,  4.504
-182.974, 73.721, 1.848,  4.537
-182.967, 73.660, 1.854,  4.570
-182.960, 73.598, 1.859,  4.603
-182.952, 73.536, 1.865,  4.636
-182.945, 73.475, 1.871,  4.669
-182.938, 73.412, 1.876,  4.702
-182.930, 73.350, 1.882,  4.735
-182.923, 73.288, 1.888,  4.768
-182.916, 73.225, 1.893,  4.801
-182.908, 73.162, 1.899,  4.834
-182.901, 73.099, 1.905,  4.867
-182.894, 73.036, 1.911,  4.900
-182.887, 72.973, 1.917,  4.933
-182.879, 72.909, 1.922,  4.966
-182.872, 72.845, 1.928,  4.999
-182.865, 72.781, 1.934,  5.032
-182.858, 72.717, 1.940,  5.065
-182.851, 72.652, 1.946,  5.098
-182.844, 72.588, 1.952,  5.131
-182.836, 72.523, 1.958,  5.164
-182.829, 72.458, 1.964,  5.197
-182.822, 72.393, 1.970,  5.230
-182.815, 72.327, 1.976,  5.263
-182.808, 72.262, 1.982,  5.296
-182.801, 72.196, 1.988,  5.329
-182.794, 72.130, 1.994,  5.362
-182.787, 72.064, 2.000,  5.395
-182.780, 71.997, 2.007,  5.428
-182.773, 71.930, 2.013,  5.461
-182.766, 71.864, 2.019,  5.494
-182.759, 71.796, 2.025,  5.527
-182.752, 71.729, 2.031,  5.560
-182.745, 71.662, 2.037,  5.593
-182.738, 71.594, 2.044,  5.626
-182.731, 71.526, 2.050,  5.659
-182.724, 71.458, 2.056,  5.692
-182.717, 71.389, 2.062,  5.725
-182.710, 71.321, 2.069,  5.758
-182.703, 71.252, 2.075,  5.791
-182.697, 71.183, 2.081,  5.824
-182.690, 71.114, 2.088,  5.857
-182.683, 71.045, 2.094,  5.890
-182.676, 70.975, 2.101,  5.923
-182.669, 70.905, 2.107,  5.956
-182.663, 70.835, 2.113,  5.989
-182.656, 70.765, 2.120,  6.022
-182.649, 70.694, 2.127,  6.055
-182.643, 70.623, 2.133,  6.088
-182.636, 70.552, 2.140,  6.121
-182.629, 70.481, 2.146,  6.154
-182.623, 70.410, 2.153,  6.187
-182.616, 70.338, 2.159,  6.220
-182.610, 70.266, 2.166,  6.253
-182.603, 70.194, 2.172,  6.286
-182.597, 70.122, 2.179,  6.319
-182.590, 70.050, 2.185,  6.352
-182.584, 69.977, 2.192,  6.385
-182.577, 69.904, 2.199,  6.418
-182.571, 69.831, 2.206,  6.451
-182.564, 69.757, 2.212,  6.484
-182.558, 69.684, 2.219,  6.517
-182.551, 69.610, 2.226,  6.550
-182.545, 69.536, 2.233,  6.583
-182.539, 69.461, 2.240,  6.616
-182.533, 69.387, 2.246,  6.649
-182.526, 69.312, 2.253,  6.682
-182.520, 69.237, 2.260,  6.715
-182.514, 69.162, 2.267,  6.748
-182.508, 69.086, 2.274,  6.781
-182.501, 69.010, 2.281,  6.814
-182.495, 68.934, 2.288,  6.847
-182.489, 68.858, 2.295,  6.880
-182.483, 68.782, 2.302,  6.913
-182.477, 68.705, 2.309,  6.946
-182.471, 68.628, 2.316,  6.979
-182.465, 68.551, 2.323,  7.012
-182.459, 68.474, 2.330,  7.045
-182.453, 68.396, 2.337,  7.078
-182.447, 68.318, 2.344,  7.111
-182.441, 68.240, 2.351,  7.144
-182.435, 68.162, 2.358,  7.177
-182.429, 68.083, 2.366,  7.210
-182.423, 68.004, 2.373,  7.243
-182.417, 67.925, 2.380,  7.276
-182.412, 67.846, 2.387,  7.309
-182.406, 67.766, 2.395,  7.342
-182.400, 67.687, 2.402,  7.375
-182.394, 67.607, 2.410,  7.408
-182.389, 67.526, 2.417,  7.441
-182.383, 67.446, 2.424,  7.474
-182.377, 67.365, 2.432,  7.507
-182.372, 67.284, 2.439,  7.540
-182.366, 67.203, 2.447,  7.573
-182.360, 67.121, 2.454,  7.606
-182.355, 67.039, 2.461,  7.639
-182.349, 66.957, 2.469,  7.672
-182.344, 66.875, 2.476,  7.705
-182.338, 66.792, 2.484,  7.738
-182.333, 66.710, 2.491,  7.771
-182.327, 66.626, 2.499,  7.804
-182.322, 66.543, 2.507,  7.837
-182.317, 66.460, 2.514,  7.870
-182.311, 66.376, 2.522,  7.903
-182.306, 66.292, 2.530,  7.936
-182.301, 66.207, 2.537,  7.969
-182.295, 66.123, 2.545,  8.002
-182.290, 66.038, 2.553,  8.035
-182.285, 65.953, 2.561,  8.068
-182.280, 65.867, 2.569,  8.101
-182.274, 65.782, 2.576,  8.134
-182.269, 65.696, 2.584,  8.167
-182.264, 65.609, 2.592,  8.200
-182.259, 65.523, 2.600,  8.233
-182.254, 65.436, 2.608,  8.266
-182.249, 65.349, 2.616,  8.299
-182.244, 65.262, 2.624,  8.332
-182.239, 65.174, 2.632,  8.365
-182.234, 65.087, 2.640,  8.398
-182.229, 64.999, 2.648,  8.431
-182.224, 64.910, 2.656,  8.464
-182.219, 64.822, 2.664,  8.497
-182.214, 64.733, 2.672,  8.530
-182.209, 64.644, 2.681,  8.563
-182.205, 64.554, 2.689,  8.596
-182.200, 64.464, 2.697,  8.629
-182.195, 64.374, 2.705,  8.662
-182.190, 64.284, 2.714,  8.695
-182.186, 64.194, 2.722,  8.728
-182.181, 64.103, 2.730,  8.761
-182.176, 64.012, 2.739,  8.794
-182.171, 63.920, 2.747,  8.827
-182.167, 63.829, 2.756,  8.860
-182.162, 63.737, 2.764,  8.893
-182.158, 63.644, 2.773,  8.926
-182.153, 63.552, 2.781,  8.959
-182.149, 63.459, 2.790,  8.992
-182.144, 63.366, 2.798,  9.025
-182.140, 63.273, 2.807,  9.058
-182.135, 63.179, 2.816,  9.091
-182.131, 63.085, 2.824,  9.124
-182.126, 62.991, 2.833,  9.157
-182.122, 62.896, 2.842,  9.190
-182.118, 62.801, 2.850,  9.223
-182.113, 62.706, 2.859,  9.256
-182.109, 62.611, 2.868,  9.289
-182.105, 62.515, 2.877,  9.322
-182.100, 62.419, 2.886,  9.355
-182.096, 62.323, 2.895,  9.388
-182.092, 62.226, 2.904,  9.421
-182.088, 62.129, 2.913,  9.454
-182.083, 62.032, 2.922,  9.487
-182.079, 61.934, 2.931,  9.520
-182.075, 61.836, 2.940,  9.553
-182.071, 61.738, 2.949,  9.586
-182.067, 61.640, 2.958,  9.619
-182.063, 61.541, 2.967,  9.652
-182.059, 61.442, 2.976,  9.685
-182.055, 61.343, 2.985,  9.718
-182.051, 61.243, 2.995,  9.751
-182.047, 61.143, 3.004,  9.784
-182.043, 61.043, 3.013,  9.817
-182.039, 60.942, 3.023,  9.850
-182.035, 60.841, 3.032,  9.883
-182.031, 60.740, 3.041,  9.916
-182.027, 60.638, 3.051,  9.949
-182.023, 60.537, 3.060,  9.982
-182.020, 60.434, 3.070, 10.015
-182.016, 60.332, 3.079, 10.048
-182.012, 60.229, 3.089, 10.081
-182.008, 60.126, 3.098, 10.114
-182.005, 60.023, 3.108, 10.147
-182.001, 59.919, 3.118, 10.180
-181.997, 59.815, 3.127, 10.213
-181.993, 59.710, 3.137, 10.246
-181.990, 59.605, 3.147, 10.279
-181.986, 59.500, 3.157, 10.312
-181.983, 59.395, 3.167, 10.345
-181.979, 59.289, 3.176, 10.378
-181.975, 59.183, 3.186, 10.411
-181.972, 59.077, 3.196, 10.444
-181.968, 58.970, 3.206, 10.477
-181.965, 58.863, 3.216, 10.510
-181.961, 58.755, 3.226, 10.543
-181.958, 58.648, 3.236, 10.576
-181.954, 58.540, 3.246, 10.609
-181.951, 58.431, 3.256, 10.642
-181.948, 58.323, 3.266, 10.675
-181.944, 58.213, 3.276, 10.708
-181.941, 58.104, 3.287, 10.741
-181.938, 57.994, 3.297, 10.774
-181.934, 57.884, 3.307, 10.807
-181.931, 57.774, 3.317, 10.840
-181.928, 57.663, 3.328, 10.873
-181.924, 57.552, 3.338, 10.906
-181.921, 57.440, 3.349, 10.939
-181.918, 57.328, 3.359, 10.972
-181.915, 57.216, 3.370, 11.005
-181.911, 57.104, 3.380, 11.038
-181.908, 56.991, 3.391, 11.071
-181.905, 56.878, 3.401, 11.104
-181.902, 56.764, 3.412, 11.137
-181.899, 56.650, 3.423, 11.170
-181.896, 56.536, 3.433, 11.203
-181.893, 56.421, 3.444, 11.236
-181.890, 56.306, 3.455, 11.269
-181.887, 56.191, 3.465, 11.302
-181.884, 56.075, 3.476, 11.335
-181.881, 55.959, 3.487, 11.368
-181.878, 55.842, 3.498, 11.401
-181.875, 55.725, 3.509, 11.434
-181.872, 55.608, 3.520, 11.467
-181.869, 55.491, 3.531, 11.500
-181.866, 55.373, 3.542, 11.533
-181.863, 55.254, 3.553, 11.566
-181.860, 55.136, 3.564, 11.599
-181.857, 55.017, 3.576, 11.632
-181.854, 54.897, 3.587, 11.665
-181.851, 54.777, 3.598, 11.698
-181.849, 54.657, 3.609, 11.731
-181.846, 54.537, 3.621, 11.764
-181.843, 54.416, 3.632, 11.797
-181.840, 54.294, 3.643, 11.830
-181.837, 54.173, 3.655, 11.863
-181.835, 54.051, 3.666, 11.896
-181.832, 53.928, 3.678, 11.929
-181.829, 53.805, 3.689, 11.962
-181.826, 53.682, 3.701, 11.995
-181.824, 53.558, 3.713, 12.028
-181.821, 53.434, 3.724, 12.061
-181.818, 53.310, 3.736, 12.094
-181.816, 53.185, 3.748, 12.127
-181.813, 53.060, 3.760, 12.160
-181.811, 52.934, 3.771, 12.193
-181.808, 52.808, 3.783, 12.226
-181.805, 52.682, 3.795, 12.259
-181.803, 52.555, 3.807, 12.292
-181.800, 52.428, 3.819, 12.325
-181.798, 52.300, 3.831, 12.358
-181.795, 52.172, 3.843, 12.391
-181.793, 52.044, 3.855, 12.424
-181.790, 51.915, 3.867, 12.457
-181.788, 51.786, 3.880, 12.490
-181.785, 51.656, 3.892, 12.523
-181.783, 51.526, 3.904, 12.556
-181.780, 51.396, 3.916, 12.589
-181.778, 51.265, 3.928, 12.622
-181.776, 51.134, 3.940, 12.655
-181.773, 51.002, 3.953, 12.688
-181.771, 50.870, 3.965, 12.721
-181.769, 50.738, 3.977, 12.754
-181.766, 50.605, 3.989, 12.787
-181.764, 50.472, 4.001, 12.820
-181.762, 50.338, 4.014, 12.853
-181.759, 50.204, 4.026, 12.886
-181.757, 50.069, 4.038, 12.919
-181.755, 49.934, 4.051, 12.952
-181.752, 49.799, 4.063, 12.985
-181.750, 49.663, 4.076, 13.018
-181.748, 49.527, 4.089, 13.051
-181.746, 49.391, 4.101, 13.084
-181.743, 49.254, 4.114, 13.117
-181.741, 49.116, 4.127, 13.150
-181.739, 48.978, 4.140, 13.183
-181.737, 48.840, 4.152, 13.216
-181.735, 48.701, 4.165, 13.249
-181.733, 48.562, 4.178, 13.282
-181.730, 48.423, 4.191, 13.315
-181.728, 48.283, 4.204, 13.348
-181.726, 48.142, 4.217, 13.381
-181.724, 48.001, 4.230, 13.414
-181.722, 47.860, 4.243, 13.447
-181.720, 47.718, 4.256, 13.480
-181.718, 47.576, 4.270, 13.513
-181.716, 47.433, 4.283, 13.546
-181.714, 47.290, 4.296, 13.579
-181.712, 47.147, 4.309, 13.612
-181.710, 47.003, 4.323, 13.645
-181.708, 46.858, 4.336, 13.678
-181.706, 46.713, 4.350, 13.711
-181.704, 46.568, 4.363, 13.744
-181.702, 46.422, 4.377, 13.777
-181.700, 46.276, 4.390, 13.810
-181.698, 46.129, 4.404, 13.843
-181.696, 45.982, 4.418, 13.876
-181.694, 45.835, 4.431, 13.909
-181.692, 45.687, 4.445, 13.942
-181.690, 45.538, 4.459, 13.975
-181.688, 45.389, 4.473, 14.008
-181.686, 45.240, 4.487, 14.041
-181.684, 45.090, 4.501, 14.074
-181.682, 44.939, 4.515, 14.107
-181.680, 44.789, 4.529, 14.140
-181.678, 44.637, 4.543, 14.173
-181.677, 44.486, 4.557, 14.206
-181.675, 44.333, 4.571, 14.239
-181.673, 44.181, 4.585, 14.272
-181.671, 44.027, 4.600, 14.305
-181.669, 43.874, 4.614, 14.338
-181.667, 43.720, 4.628, 14.371
-181.666, 43.565, 4.643, 14.404
-181.664, 43.410, 4.657, 14.437
-181.662, 43.254, 4.672, 14.470
-181.660, 43.098, 4.686, 14.503
-181.659, 42.942, 4.701, 14.536
-181.657, 42.784, 4.716, 14.569
-181.655, 42.627, 4.731, 14.602
-181.653, 42.469, 4.745, 14.635
-181.652, 42.310, 4.760, 14.668
-181.650, 42.151, 4.775, 14.701
-181.648, 41.992, 4.790, 14.734
-181.646, 41.832, 4.805, 14.767
-181.645, 41.671, 4.820, 14.800
-181.643, 41.510, 4.835, 14.833
-181.641, 41.349, 4.850, 14.866
-181.640, 41.187, 4.865, 14.899
-181.638, 41.024, 4.880, 14.932
-181.636, 40.861, 4.895, 14.965
-181.635, 40.697, 4.911, 14.998
-181.633, 40.533, 4.926, 15.031
-181.632, 40.369, 4.941, 15.064
-181.630, 40.204, 4.957, 15.097
-181.628, 40.038, 4.972, 15.130
-181.627, 39.872, 4.988, 15.163
-181.625, 39.705, 5.003, 15.196
-181.623, 39.538, 5.019, 15.229
-181.622, 39.370, 5.035, 15.262
-181.620, 39.202, 5.050, 15.295
-181.619, 39.033, 5.066, 15.328
-181.617, 38.864, 5.082, 15.361
-181.616, 38.694, 5.096, 15.394
-181.614, 38.524, 5.106, 15.427
-181.612, 38.354, 5.102, 15.460
-181.611, 38.185, 5.086, 15.493
-181.609, 38.016, 5.072, 15.526
-181.608, 37.847, 5.063, 15.559
-181.606, 37.679, 5.059, 15.592
-181.605, 37.510, 5.062, 15.625
-181.603, 37.341, 5.072, 15.658
-181.602, 37.172, 5.088, 15.691
-181.601, 37.001, 5.111, 15.724
-181.599, 36.830, 5.140, 15.757
-181.598, 36.658, 5.173, 15.790
-181.596, 36.484, 5.211, 15.823
-181.595, 36.309, 5.252, 15.856
-181.593, 36.133, 5.293, 15.889
-181.592, 35.955, 5.335, 15.922
-181.590, 35.776, 5.375, 15.955
-181.589, 35.596, 5.411, 15.988
-181.587, 35.414, 5.445, 16.021
-181.586, 35.232, 5.473, 16.054
-181.584, 35.049, 5.498, 16.087
-181.583, 34.865, 5.518, 16.120
-181.581, 34.681, 5.534, 16.153
-181.580, 34.496, 5.546, 16.186
-181.579, 34.311, 5.556, 16.219
-181.577, 34.126, 5.563, 16.252
-181.576, 33.941, 5.569, 16.285
-181.574, 33.755, 5.574, 16.318
-181.573, 33.569, 5.579, 16.351
-181.572, 33.383, 5.584, 16.384
-181.570, 33.197, 5.590, 16.417
-181.569, 33.010, 5.598, 16.450
-181.568, 32.824, 5.608, 16.483
-181.566, 32.636, 5.620, 16.516
-181.565, 32.449, 5.634, 16.549
-181.563, 32.260, 5.651, 16.582
-181.562, 32.071, 5.670, 16.615
-181.561, 31.882, 5.691, 16.648
-181.559, 31.691, 5.714, 16.681
-181.558, 31.500, 5.738, 16.714
-181.557, 31.308, 5.763, 16.747
-181.555, 31.115, 5.789, 16.780
-181.554, 30.922, 5.816, 16.813
-181.553, 30.727, 5.841, 16.846
-181.551, 30.532, 5.867, 16.879
-181.550, 30.335, 5.891, 16.912
-181.549, 30.138, 5.914, 16.945
-181.548, 29.941, 5.936, 16.978
-181.546, 29.742, 5.956, 17.011
-181.545, 29.543, 5.975, 17.044
-181.544, 29.343, 5.993, 17.077
-181.542, 29.143, 6.009, 17.110
-181.541, 28.942, 6.025, 17.143
-181.540, 28.741, 6.041, 17.176
-181.538, 28.540, 6.056, 17.209
-181.537, 28.337, 6.071, 17.242
-181.536, 28.134, 6.086, 17.275
-181.535, 27.931, 6.102, 17.308
-181.533, 27.727, 6.118, 17.341
-181.532, 27.523, 6.136, 17.374
-181.531, 27.318, 6.154, 17.407
-181.530, 27.112, 6.172, 17.440
-181.528, 26.906, 6.192, 17.473
-181.527, 26.699, 6.212, 17.506
-181.526, 26.491, 6.234, 17.539
-181.525, 26.283, 6.256, 17.572
-181.523, 26.074, 6.278, 17.605
-181.522, 25.864, 6.300, 17.638
-181.521, 25.653, 6.323, 17.671
-181.520, 25.442, 6.346, 17.704
-181.518, 25.229, 6.369, 17.737
-181.517, 25.017, 6.391, 17.770
-181.516, 24.803, 6.413, 17.803
-181.515, 24.588, 6.434, 17.836
-181.513, 24.373, 6.455, 17.869
-181.512, 24.158, 6.476, 17.902
-181.511, 23.941, 6.496, 17.935
-181.510, 23.724, 6.516, 17.968
-181.508, 23.506, 6.535, 18.001
-181.507, 23.288, 6.555, 18.034
-181.506, 23.069, 6.574, 18.067
-181.505, 22.849, 6.594, 18.100
-181.504, 22.629, 6.613, 18.133
-181.502, 22.408, 6.633, 18.166
-181.501, 22.186, 6.654, 18.199
-181.500, 21.964, 6.675, 18.232
-181.499, 21.741, 6.696, 18.265
-181.498, 21.517, 6.717, 18.298
-181.496, 21.293, 6.740, 18.331
-181.495, 21.067, 6.762, 18.364
-181.494, 20.841, 6.785, 18.397
-181.493, 20.614, 6.807, 18.430
-181.492, 20.387, 6.830, 18.463
-181.490, 20.159, 6.852, 18.496
-181.489, 19.930, 6.874, 18.529
-181.488, 19.700, 6.897, 18.562
-181.487, 19.469, 6.918, 18.595
-181.486, 19.238, 6.940, 18.628
-181.484, 19.006, 6.962, 18.661
-181.483, 18.774, 6.984, 18.694
-181.482, 18.540, 7.005, 18.727
-181.481, 18.306, 7.027, 18.760
-181.479, 18.071, 7.049, 18.793
-181.478, 17.836, 7.071, 18.826
-181.477, 17.599, 7.093, 18.859
-181.476, 17.362, 7.115, 18.892
-181.475, 17.124, 7.138, 18.925
-181.473, 16.886, 7.161, 18.958
-181.472, 16.647, 7.184, 18.991
-181.471, 16.407, 7.207, 19.024
-181.470, 16.166, 7.230, 19.057
-181.469, 15.924, 7.253, 19.090
-181.467, 15.682, 7.277, 19.123
-181.466, 15.438, 7.300, 19.156
-181.465, 15.195, 7.324, 19.189
-181.464, 14.950, 7.348, 19.222
-181.463, 14.704, 7.371, 19.255
-181.461, 14.458, 7.395, 19.288
-181.460, 14.211, 7.419, 19.321
-181.459, 13.963, 7.443, 19.354
-181.458, 13.714, 7.467, 19.387
-181.456, 13.465, 7.490, 19.420
-181.455, 13.214, 7.514, 19.453
-181.454, 12.963, 7.538, 19.486
-181.453, 12.711, 7.562, 19.519
-181.452, 12.459, 7.586, 19.552
-181.450, 12.205, 7.609, 19.585
-181.449, 11.951, 7.633, 19.618
-181.448, 11.696, 7.657, 19.651
-181.447, 11.440, 7.681, 19.684
-181.446, 11.183, 7.705, 19.717
-181.444, 10.926, 7.729, 19.750
-181.443, 10.668, 7.754, 19.783
-181.442, 10.409, 7.778, 19.816
-181.441, 10.149, 7.803, 19.849
-181.440, 9.888, 7.828, 19.882
-181.438, 9.626, 7.853, 19.915
-181.437, 9.364, 7.878, 19.948
-181.436, 9.101, 7.903, 19.981
-181.435, 8.837, 7.928, 20.014
-181.433, 8.572, 7.954, 20.047
-181.432, 8.306, 7.980, 20.080
-181.431, 8.039, 8.005, 20.113
-181.430, 7.772, 8.031, 20.146
-181.429, 7.503, 8.057, 20.179
-181.427, 7.234, 8.083, 20.212
-181.426, 6.964, 8.109, 20.245
-181.425, 6.693, 8.135, 20.278
-181.424, 6.421, 8.162, 20.311
-181.422, 6.149, 8.188, 20.344
-181.421, 5.875, 8.214, 20.377
-181.420, 5.601, 8.240, 20.410
-181.419, 5.325, 8.266, 20.443
-181.417, 5.049, 8.293, 20.476
-181.416, 4.772, 8.319, 20.509
-181.415, 4.494, 8.346, 20.542
-181.413, 4.215, 8.373, 20.575
-181.412, 3.935, 8.399, 20.608
-181.411, 3.655, 8.426, 20.641
-181.410, 3.373, 8.453, 20.674
-181.408, 3.091, 8.480, 20.707
-181.407, 2.807, 8.507, 20.740
-181.406, 2.523, 8.535, 20.773
-181.404, 2.238, 8.562, 20.806
-181.403, 1.952, 8.590, 20.839
-181.402, 1.665, 8.617, 20.872
-181.401, 1.377, 8.645, 20.905
-181.399, 1.088, 8.673, 20.938
-181.398, 0.798, 8.701, 20.971
-181.397, 0.507, 8.729, 21.004
-181.395, 0.216, 8.757, 21.037
-181.394, -0.077, 8.785, 21.070
-181.393, -0.370, 8.813, 21.103
-181.391, -0.665, 8.841, 21.136
-181.390, -0.960, 8.870, 21.169
-181.389, -1.257, 8.898, 21.202
-181.387, -1.554, 8.927, 21.235
-181.386, -1.852, 8.956, 21.268
-181.385, -2.152, 8.985, 21.301
-181.383, -2.452, 9.013, 21.334
-181.382, -2.753, 9.042, 21.367
-181.381, -3.055, 9.071, 21.400
-181.379, -3.358, 9.101, 21.433
-181.378, -3.662, 9.130, 21.466
-181.376, -3.967, 9.159, 21.499
-181.375, -4.274, 9.189, 21.532
-181.374, -4.581, 9.218, 21.565
-181.372, -4.889, 9.248, 21.598
-181.371, -5.198, 9.278, 21.631
-181.369, -5.508, 9.308, 21.664
-181.368, -5.819, 9.338, 21.697
-181.367, -6.131, 9.368, 21.730
-181.365, -6.444, 9.398, 21.763
-181.364, -6.758, 9.428, 21.796
-181.362, -7.073, 9.459, 21.829
-181.361, -7.389, 9.489, 21.862
-181.359, -7.706, 9.520, 21.895
-181.358, -8.024, 9.550, 21.928
-181.357, -8.343, 9.581, 21.961
-181.355, -8.663, 9.612, 21.994
-181.354, -8.985, 9.643, 22.027
-181.352, -9.307, 9.674, 22.060
-181.351, -9.630, 9.705, 22.093
-181.349, -9.954, 9.737, 22.126
-181.348, -10.280, 9.768, 22.159
-181.346, -10.606, 9.800, 22.192
-181.345, -10.934, 9.831, 22.225
-181.343, -11.262, 9.863, 22.258
-181.342, -11.592, 9.895, 22.291
-181.340, -11.922, 9.927, 22.324
-181.339, -12.254, 9.959, 22.357
-181.337, -12.587, 9.991, 22.390
-181.336, -12.921, 10.023, 22.423
-181.334, -13.256, 10.056, 22.456
-181.332, -13.592, 10.088, 22.489
-181.331, -13.929, 10.121, 22.522
-181.329, -14.267, 10.154, 22.555
-181.328, -14.606, 10.186, 22.588
-181.326, -14.947, 10.219, 22.621
-181.325, -15.288, 10.252, 22.654
-181.323, -15.631, 10.286, 22.687
-181.321, -15.974, 10.319, 22.720
-181.320, -16.319, 10.352, 22.753
-181.318, -16.665, 10.386, 22.786
-181.316, -17.012, 10.419, 22.819
-181.315, -17.360, 10.453, 22.852
-181.313, -17.710, 10.487, 22.885
-181.312, -18.060, 10.521, 22.918
-181.310, -18.411, 10.555, 22.951
-181.308, -18.764, 10.589, 22.984
-181.307, -19.118, 10.624, 23.017
-181.305, -19.473, 10.658, 23.050
